fetched_date,iso_week,publication,cover_week,cover_period,province,location,weeks
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Groningen,Winschoten,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Limburg,Kerkrade,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Limburg,Maastricht,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Limburg,Urmond,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Limburg,Venlo,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Limburg,Weert,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Limburg,Roermond,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Brabant,Breda,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Brabant,Berkel-Enschot,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Brabant,Bergen op Zoom,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Brabant,Den Bosch,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Brabant,Eindhoven,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Brabant,Mierlo,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Holland,Hoorn,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Holland,Den Helder,5
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Holland,Alkmaar,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Holland,Zaandam,5
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Holland,Haarlem,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Noord-Holland,Amsterdam,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Overijssel,Zwolle,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Overijssel,Almelo,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Overijssel,Deventer,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Overijssel,Hengelo,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Utrecht,Utrecht,7
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Utrecht,Eemnes,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Utrecht,Leusden,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Drenthe,Assen,5
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Drenthe,Emmen,7
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Drenthe,Hoogeveen,6
2026-08-04,2026-W32,wanneer-praktijkexamen,31,27 juli - 2 augustus,Drenthe,Meppel,5
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Leiden,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Zoetermeer,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Rijswijk,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Gouda,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Schelluinen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Dordrecht,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Rotterdam,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Spijkenisse,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zuid-Holland,Barendrecht,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zeeland,Goes,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zeeland,Vlissingen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Zeeland,Terneuzen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Flevoland,Emmeloord,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Friesland,Leeuwarden,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Friesland,Sneek,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Friesland,Heerenveen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Gelderland,Harderwijk,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Gelderland,Arnhem,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Gelderland,Doetinchem,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Gelderland,Tiel,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Gelderland,Nijmegen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Gelderland,Apeldoorn,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Groningen,Groningen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Groningen,Winschoten,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Limburg,Kerkrade,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Limburg,Maastricht,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Limburg,Urmond,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Limburg,Venlo,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Limburg,Weert,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Limburg,Roermond,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Brabant,Breda,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Brabant,Berkel-Enschot,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Brabant,Bergen op Zoom,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Brabant,Den Bosch,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Brabant,Eindhoven,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Brabant,Mierlo,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Holland,Hoorn,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Holland,Den Helder,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Holland,Alkmaar,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Holland,Zaandam,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Holland,Haarlem,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Noord-Holland,Amsterdam,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Overijssel,Zwolle,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Overijssel,Almelo,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Overijssel,Deventer,5
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Overijssel,Hengelo,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Utrecht,Utrecht,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Utrecht,Eemnes,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Utrecht,Leusden,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Drenthe,Assen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Drenthe,Emmen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Drenthe,Hoogeveen,1-4
2026-08-04,2026-W32,wanneer-herexamen,31,27 juli - 2 augustus,Drenthe,Meppel,1-4
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Drenthe,Hoogeveen,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Friesland,Leeuwarden,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Gelderland,Arnhem,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Groningen,Groningen,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Limburg,Venlo-Blerick,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Limburg,Roermond,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Noord-Brabant,Breda,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Noord-Brabant,Eindhoven,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Noord-Holland,Alkmaar,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Noord-Holland,Haarlem,3
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Noord-Holland,Amsterdam,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Overijssel,Zwolle,3
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Overijssel,Deventer,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Overijssel,Hengelo,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Utrecht,Utrecht,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Utrecht,Leusden,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Zeeland,Goes,3
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Zuid-Holland,Barendrecht,2
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Zuid-Holland,Schelluinen,1
2026-08-04,2026-W32,wanneer-theorie-examen,31,27 juli - 2 augustus,Zuid-Holland,Rijswijk,2
